name,type,lng,lat
五缘湾(地铁站),交通设施服务;地铁站;地铁站,118.166441,24.532908
钟宅(地铁站),交通设施服务;地铁站;地铁站,118.173035,24.523927
双十中学(地铁站),交通设施服务;地铁站;地铁站,118.156161,24.522940
观音山(地铁站),交通设施服务;地铁站;地铁站,118.192790,24.493542
何厝(地铁站),交通设施服务;地铁站;地铁站,118.192670,24.485200
东宅(地铁站),交通设施服务;地铁站;地铁站,118.192904,24.499272
软件园二期(地铁站),交通设施服务;地铁站;地铁站,118.185164,24.480522
两岸金融中心(地铁站),交通设施服务;地铁站;地铁站,118.193991,24.505456
五通(地铁站),交通设施服务;地铁站;地铁站,118.189562,24.511615
湿地公园(地铁站),交通设施服务;地铁站;地铁站,118.183577,24.516475
东宅(地铁站),交通设施服务;地铁站;地铁站,118.192904,24.499272
两岸金融中心(地铁站),交通设施服务;地铁站;地铁站,118.193991,24.505456
观音山(地铁站),交通设施服务;地铁站;地铁站,118.192790,24.493542
五通(地铁站),交通设施服务;地铁站;地铁站,118.189562,24.511615
湿地公园(地铁站),交通设施服务;地铁站;地铁站,118.183577,24.516475
何厝(地铁站),交通设施服务;地铁站;地铁站,118.192670,24.485200
软件园二期(地铁站),交通设施服务;地铁站;地铁站,118.185164,24.480522
五通(地铁站),交通设施服务;地铁站;地铁站,118.189562,24.511615
湿地公园(地铁站),交通设施服务;地铁站;地铁站,118.183577,24.516475
两岸金融中心(地铁站),交通设施服务;地铁站;地铁站,118.193991,24.505456
东宅(地铁站),交通设施服务;地铁站;地铁站,118.192904,24.499272
观音山(地铁站),交通设施服务;地铁站;地铁站,118.192790,24.493542
何厝(地铁站),交通设施服务;地铁站;地铁站,118.192670,24.485200
软件园二期(地铁站),交通设施服务;地铁站;地铁站,118.185164,24.480522
湿地公园(地铁站),交通设施服务;地铁站;地铁站,118.183577,24.516475
五通(地铁站),交通设施服务;地铁站;地铁站,118.189562,24.511615
两岸金融中心(地铁站),交通设施服务;地铁站;地铁站,118.193991,24.505456
东宅(地铁站),交通设施服务;地铁站;地铁站,118.192904,24.499272
观音山(地铁站),交通设施服务;地铁站;地铁站,118.192790,24.493542
何厝(地铁站),交通设施服务;地铁站;地铁站,118.192670,24.485200
软件园二期(地铁站),交通设施服务;地铁站;地铁站,118.185164,24.480522
湿地公园(地铁站),交通设施服务;地铁站;地铁站,118.183577,24.516475
五通(地铁站),交通设施服务;地铁站;地铁站,118.189562,24.511615
两岸金融中心(地铁站),交通设施服务;地铁站;地铁站,118.193991,24.505456
体育会展(地铁站),交通设施服务;地铁站;地铁站,118.208880,24.556501
体育会展(地铁站),交通设施服务;地铁站;地铁站,118.208880,24.556501
体育会展(地铁站),交通设施服务;地铁站;地铁站,118.208880,24.556501
体育会展(地铁站),交通设施服务;地铁站;地铁站,118.208880,24.556501
体育会展(地铁站),交通设施服务;地铁站;地铁站,118.208880,24.556501
体育会展(地铁站),交通设施服务;地铁站;地铁站,118.208880,24.556501
体育会展(地铁站),交通设施服务;地铁站;地铁站,118.208880,24.556501
